GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
319.0,105.0,4.0,4.0,4.5,8.66,1,0.77
301.0,102.0,3.0,2.5,2.0,8.13,1,0.68
307.0,105.0,4.0,3.0,3.0,7.94,0,0.62
304.0,107.0,3.0,3.5,3.0,7.86,0,0.57
298.0,97.0,3.0,2.0,3.0,7.21,0,0.45
305.0,96.0,4.0,3.0,4.5,8.26,0,0.54
314.0,99.0,4.0,3.5,4.5,8.73,1,0.71
318.0,101.0,5.0,3.5,5.0,8.78,1,0.78
323.0,110.0,4.0,4.0,5.0,8.88,1,0.81
326.0,114.0,4.0,4.0,3.5,9.16,1,0.86
320.0,110.0,5.0,4.0,4.0,9.27,1,0.87
311.0,103.0,3.0,2.0,4.0,8.09,0,0.64
327.0,116.0,4.0,4.0,4.5,9.48,1,0.9
316.0,102.0,2.0,4.0,3.5,8.15,0,0.67
308.0,105.0,4.0,3.0,2.5,7.95,1,0.67
300.0,101.0,3.0,3.5,2.5,7.88,0,0.59
304.0,104.0,3.0,2.5,2.0,8.12,0,0.62
309.0,105.0,4.0,3.5,2.0,8.18,0,0.65
318.0,103.0,3.0,4.0,4.5,8.49,1,0.71
325.0,110.0,4.0,4.5,4.0,8.96,1,0.79
321.0,102.0,3.0,3.5,4.0,9.01,1,0.8
323.0,107.0,4.0,3.0,2.5,8.48,1,0.78
328.0,113.0,4.0,4.0,2.5,8.77,1,0.83
304.0,103.0,5.0,5.0,3.0,7.92,0,0.71
317.0,106.0,3.0,3.5,3.0,7.89,1,0.73
311.0,107.18775510204081,2.0,2.5,3.5,8.34,1,0.7
319.0,102.0,3.0,2.5,2.5,8.37,0,0.68
327.0,115.0,4.0,3.5,4.0,9.14,0,0.79
322.0,112.0,3.0,3.0,4.0,8.62,1,0.76
316.55876288659795,110.0,3.0,4.0,4.5,8.5,0,0.65
307.0,105.0,2.0,2.5,4.5,8.12,1,0.67
297.0,99.0,4.0,3.0,3.5,7.81,0,0.54
298.0,101.0,4.0,2.5,4.5,7.69,1,0.53
300.0,95.0,2.0,3.0,1.5,8.22,1,0.62
301.0,99.0,3.0,2.5,2.0,8.45,1,0.68
332.0,108.0,5.0,4.5,4.0,9.02,1,0.87
337.0,117.0,5.0,5.0,5.0,9.87,1,0.96
330.0,120.0,5.0,4.5,5.0,9.56,1,0.93
312.0,103.0,4.0,4.0,5.0,8.43,0,0.73
327.0,113.0,4.0,4.5,4.5,9.04,0,0.84
